Rel X Fld,Rel Y Fld,Parax X,Parax Y,Real X,Real Y,Rad Dist%,Tan Dist%
-0.3,-0.6,0.755231,1.510171,0.755055,1.517066,0.36,-0.19
-0.2,-0.6,0.503487,1.510171,0.503372,1.516359,0.37,-0.13
-0.1,-0.6,0.251744,1.510171,0.251686,1.515935,0.37,-0.07
0.0,-0.6,0.0,1.510171,0.0,1.515794,0.37,0.0
0.1,-0.6,-0.251744,1.510171,-0.251686,1.515935,0.37,0.07
0.2,-0.6,-0.503487,1.510171,-0.503372,1.516359,0.37,0.13
0.3,-0.6,-0.755231,1.510171,-0.755055,1.517066,0.36,0.19
0.4,-0.6,-1.006974,1.510171,-1.006737,1.518055,0.35,0.25
0.5,-0.6,-1.258718,1.510171,-1.258414,1.519328,0.35,0.31
0.6,-0.6,-1.510461,1.510171,-1.510088,1.520882,0.34,0.37
0.7,-0.6,-1.762205,1.510171,-1.761756,1.52272,0.34,0.42
0.8,-0.6,-2.013948,1.510171,-2.013419,1.52484,0.33,0.48
0.9,-0.6,-2.265692,1.510171,-2.265075,1.527242,0.33,0.53
1.0,-0.6,-2.517435,1.510171,-2.516723,1.529927,0.33,0.59
-1.0,-0.7,2.517435,1.761866,2.516624,1.783496,0.38,-0.59
-0.9,-0.7,2.265692,1.761866,2.264986,1.780811,0.39,-0.54
-0.8,-0.7,2.013948,1.761866,2.01334,1.778408,0.39,-0.48
-0.7,-0.7,1.762205,1.761866,1.761688,1.776288,0.39,-0.42
-0.6,-0.7,1.510461,1.761866,1.510029,1.77445,0.4,-0.37
-0.5,-0.7,1.258718,1.761866,1.258365,1.772895,0.41,-0.31
-0.4,-0.7,1.006974,1.761866,1.006697,1.771623,0.41,-0.25
-0.3,-0.7,0.755231,1.761866,0.755026,1.770633,0.42,-0.19
-0.2,-0.7,0.503487,1.761866,0.503352,1.769927,0.42,-0.13
-0.1,-0.7,0.251744,1.761866,0.251676,1.769502,0.42,-0.06
0.0,-0.7,0.0,1.761866,0.0,1.769361,0.43,0.0
0.1,-0.7,-0.251744,1.761866,-0.251676,1.769502,0.42,0.06
0.2,-0.7,-0.503487,1.761866,-0.503352,1.769927,0.42,0.13
0.3,-0.7,-0.755231,1.761866,-0.755026,1.770633,0.42,0.19
0.4,-0.7,-1.006974,1.761866,-1.006697,1.771623,0.41,0.25
0.5,-0.7,-1.258718,1.761866,-1.258365,1.772895,0.41,0.31
0.6,-0.7,-1.510461,1.761866,-1.510029,1.77445,0.4,0.37
0.7,-0.7,-1.762205,1.761866,-1.761688,1.776288,0.39,0.42
0.8,-0.7,-2.013948,1.761866,-2.01334,1.778408,0.39,0.48
0.9,-0.7,-2.265692,1.761866,-2.264986,1.780811,0.39,0.54
1.0,-0.7,-2.517435,1.761866,-2.516624,1.783496,0.38,0.59
-1.0,-0.8,2.517435,2.013561,2.516523,2.037332,0.44,-0.59
-0.9,-0.8,2.265692,2.013561,2.264895,2.034647,0.44,-0.54
-0.8,-0.8,2.013948,2.013561,2.013259,2.032243,0.45,-0.48
-0.7,-0.8,1.762205,2.013561,1.761617,2.030123,0.45,-0.42
-0.6,-0.8,1.510461,2.013561,1.509968,2.028285,0.46,-0.37
-0.5,-0.8,1.258718,2.013561,1.258315,2.02673,0.46,-0.31
-0.4,-0.8,1.006974,2.013561,1.006657,2.025458,0.47,-0.25
-0.3,-0.8,0.755231,2.013561,0.754996,2.024468,0.47,-0.19
-0.2,-0.8,0.503487,2.013561,0.503332,2.023761,0.47,-0.13
-0.1,-0.8,0.251744,2.013561,0.251666,2.023337,0.48,-0.06
0.0,-0.8,0.0,2.013561,0.0,2.023196,0.48,0.0
0.1,-0.8,-0.251744,2.013561,-0.251666,2.023337,0.48,0.06
0.2,-0.8,-0.503487,2.013561,-0.503332,2.023761,0.47,0.13
0.3,-0.8,-0.755231,2.013561,-0.754996,2.024468,0.47,0.19
0.4,-0.8,-1.006974,2.013561,-1.006657,2.025458,0.47,0.25
0.5,-0.8,-1.258718,2.013561,-1.258315,2.02673,0.46,0.31
0.6,-0.8,-1.510461,2.013561,-1.509968,2.028285,0.46,0.37
0.7,-0.8,-1.762205,2.013561,-1.761617,2.030123,0.45,0.42
0.8,-0.8,-2.013948,2.013561,-2.013259,2.032243,0.45,0.48
0.9,-0.8,-2.265692,2.013561,-2.264895,2.034647,0.44,0.54
1.0,-0.8,-2.517435,2.013561,-2.516523,2.037332,0.44,0.59
-1.0,-0.9,2.517435,2.265256,2.516419,2.291436,0.49,-0.59
-0.9,-0.9,2.265692,2.265256,2.264801,2.28875,0.5,-0.54
-0.8,-0.9,2.013948,2.265256,2.013176,2.286347,0.5,-0.48
-0.7,-0.9,1.762205,2.265256,1.761544,2.284226,0.51,-0.42
-0.6,-0.9,1.510461,2.265256,1.509906,2.282388,0.51,-0.37
-0.5,-0.9,1.258718,2.265256,1.258263,2.280833,0.52,-0.31
-0.4,-0.9,1.006974,2.265256,1.006615,2.27956,0.52,-0.25
-0.3,-0.9,0.755231,2.265256,0.754965,2.278571,0.53,-0.19
-0.2,-0.9,0.503487,2.265256,0.503311,2.277864,0.53,-0.13
-0.1,-0.9,0.251744,2.265256,0.251656,2.27744,0.53,-0.06
0.0,-0.9,0.0,2.265256,0.0,2.277298,0.53,0.0
0.1,-0.9,-0.251744,2.265256,-0.251656,2.27744,0.53,0.06
0.2,-0.9,-0.503487,2.265256,-0.503311,2.277864,0.53,0.13
0.3,-0.9,-0.755231,2.265256,-0.754965,2.278571,0.53,0.19
0.4,-0.9,-1.006974,2.265256,-1.006615,2.27956,0.52,0.25
0.5,-0.9,-1.258718,2.265256,-1.258263,2.280833,0.52,0.31
0.6,-0.9,-1.510461,2.265256,-1.509906,2.282388,0.51,0.37
0.7,-0.9,-1.762205,2.265256,-1.761544,2.284226,0.51,0.42
0.8,-0.9,-2.013948,2.265256,-2.013176,2.286347,0.5,0.48
0.9,-0.9,-2.265692,2.265256,-2.264801,2.28875,0.5,0.54
1.0,-0.9,-2.517435,2.265256,-2.516419,2.291436,0.49,0.59
-1.0,-1.0,2.517435,2.516951,2.516312,2.545807,0.55,-0.6
-0.9,-1.0,2.265692,2.516951,2.264705,2.543121,0.55,-0.54
-0.8,-1.0,2.013948,2.516951,2.013091,2.540717,0.56,-0.48
-0.7,-1.0,1.762205,2.516951,1.761469,2.538597,0.56,-0.42
-0.6,-1.0,1.510461,2.516951,1.509842,2.536758,0.57,-0.37
-0.5,-1.0,1.258718,2.516951,1.25821,2.535203,0.57,-0.31
-0.4,-1.0,1.006974,2.516951,1.006573,2.533931,0.58,-0.25
-0.3,-1.0,0.755231,2.516951,0.754933,2.532941,0.58,-0.19
-0.2,-1.0,0.503487,2.516951,0.50329,2.532234,0.58,-0.12
-0.1,-1.0,0.251744,2.516951,0.251645,2.53181,0.58,-0.06
0.0,-1.0,0.0,2.516951,0.0,2.531668,0.58,0.0
0.1,-1.0,-0.251744,2.516951,-0.251645,2.53181,0.58,0.06
0.2,-1.0,-0.503487,2.516951,-0.50329,2.532234,0.58,0.12
0.3,-1.0,-0.755231,2.516951,-0.754933,2.532941,0.58,0.19
0.4,-1.0,-1.006974,2.516951,-1.006573,2.533931,0.58,0.25
0.5,-1.0,-1.258718,2.516951,-1.25821,2.535203,0.57,0.31
0.6,-1.0,-1.510461,2.516951,-1.509842,2.536758,0.57,0.37
0.7,-1.0,-1.762205,2.516951,-1.761469,2.538597,0.56,0.42
0.8,-1.0,-2.013948,2.516951,-2.013091,2.540717,0.56,0.48
0.9,-1.0,-2.265692,2.516951,-2.264705,2.543121,0.55,0.54
1.0,-1.0,-2.517435,2.516951,-2.516312,2.545807,0.55,0.6
