Wavelength,Reflectance
191.96131172676326,0.8827597241910254
195.6084117584858,0.8666840103810245
195.76427073420044,0.849317436265085
199.25551179020832,0.8300205756916609
199.816604102781,0.8173761486948871
208.7005657185154,0.7713554777878254
222.26029660568895,0.7719858979372373
225.0657581685524,0.7850896310428682
231.2377736068521,0.8196456612327695
236.28760442000635,0.8420976245539642
236.9889698107222,0.8017732499969449
239.09306598286986,0.8609651990256459
241.89852754573332,0.8746543222700166
243.3012583271651,0.9001052843019844
244.70398910859683,0.8852814047886727
255.92583536005077,0.9163971421632123
264.34222004864125,0.9292306952048098
272.7586047372317,0.9373360971258188
281.17498942582216,0.9475117099270852
312.0350666173205,0.9571984254696244
342.8951438088189,0.9619961684248882
373.75522100031725,0.9610628191127719
410.2262213175426,0.9561659934253052
435.475375383314,0.9493222672393108
466.98286678162697,0.9405297640365753
490.18187585915194,0.9265964395804821
508.41737601776464,0.9159378360543552
539.2774532092631,0.8965091325109082
554.7074918050123,0.8836603244044708
570.1375304007613,0.8710879454247727
586.9702997779423,0.8603347788762342
598.6597229565402,0.847147418607926
608.0112614994184,0.8384501936895101
616.2717872122944,0.8270082824063081
637.4686079094852,0.8151066361570045
671.1341466638469,0.7791906996448006
680.9532621338692,0.7660419365284973
716.0215316696626,0.7270279352820412
728.6461087025484,0.7161937147142926
748.2843396425928,0.7001180009042917
763.7143782383421,0.6891100931525215
783.976045081245,0.6766766639200406
812.3423786613091,0.6664355529214325
841.4040830561003,0.6644542324518525
860.5028021571325,0.6818808465820215
875.3717484403089,0.6976323443151823
878.7383023157449,0.7060619623130315
888.5574177857673,0.7205165957388308
901.1819948186528,0.7348091211262097
913.1052064608227,0.7499562160494581
929.2366104472878,0.7709051776811026
941.8611874801734,0.7846843609468178
962.9021492016495,0.7993041044117487
1013.4004573331924,0.8220101461567972
1044.260534524691,0.8330465924088375
1075.1206117161892,0.8438046713221766
1105.9806889076876,0.8538750191634301
1136.8407660991859,0.8630120176925675
1167.7008432906844,0.8715104087976252
1198.5609204821826,0.8785842141105057
1219.4014920920258,0.8853071362233426
1245.786190123718,0.8902196959590651
1279.9193058052238,0.8962523528433717
1310.7793829967222,0.901295714038666
1341.6394601882205,0.9060934569939301
1374.441780000163,0.9088355642172457
1403.1258261076453,0.9148571157982208
1434.2196917627157,0.9196515838436174
1465.079768954214,0.9231884865000578
1495.9398461457124,0.9266271418604858
1526.7999233372107,0.9294763134448404
1557.6600005287091,0.9328167215092562
1588.5200777202074,0.9348471656268424
1619.3801549117059,0.937925580901892
1650.240232103204,0.9420355927850704
1681.1003092947026,0.9434274294785768
1711.9603864862008,0.9455724954415107
1742.8204636776993,0.9466859647963161
1773.6805408691976,0.9486836598152313
1804.0730411335521,0.9501966681738196
1835.4006952521943,0.9509433476235124
1866.2607724436928,0.9527936716984093
1897.120849635191,0.9539562647012209
1927.9809268266895,0.9548568649146663
1958.8410040181877,0.9557247160294408
1989.4460392494257,0.9570459082386721
