wavelength (nm), transmission
1381, 0.947954044268019
1381.9999999999998, 0.9479561452560858
1382.9999999999998, 0.9479561542151315
1383.9999999999998, 0.9479561084938022
1384.9999999999998, 0.9479561320123824
1385.9999999999998, 0.9479559468682839
1387, 0.9479556321973928
1388, 0.9479645386835875
1389, 0.9479508146052743
1389.9999999999998, 0.9485633561484557
1390.9999999999998, 0.9487905650028954
1391.9999999999998, 0.9488453048407759
1392.9999999999998, 0.9494998467877236
1394, 0.9495771194571545
1395, 0.9498168613697675
1396, 0.9500033896611908
1397, 0.9501614967726324
1397.9999999999998, 0.950422951536821
1398.9999999999998, 0.9504162426123158
1399.9999999999998, 0.9503764797352778
1400.9999999999998, 0.950878793328648
1402, 0.9512791846137847
1403, 0.9512152777204856
1404, 0.9520554060837789
1404.9999999999998, 0.952764278997422
1405.9999999999998, 0.9530093456058932
1406.9999999999998, 0.9540116878392465
1407.9999999999998, 0.9545891758383678
1408.9999999999998, 0.9555895227774669
1410, 0.9561212683614762
1411, 0.9571684979738315
1412, 0.9576767707597873
1412.9999999999998, 0.9588316301923374
1413.9999999999998, 0.9597224504711049
1414.9999999999998, 0.9603256424103106
1415.9999999999998, 0.9610739702977664
1417, 0.9614394156931922
1418, 0.9618070625849731
1419, 0.9625892275635732
1420, 0.9628628623970221
1420.9999999999998, 0.9634564110454338
1421.9999999999998, 0.9643491103483568
1422.9999999999998, 0.9646799583071256
1423.9999999999998, 0.9659386917081061
1425, 0.9664806227523972
1426, 0.9674689985417435
1427, 0.9680720197236912
1427.9999999999998, 0.9689494596615904
1428.9999999999998, 0.9701101961145928
1429.9999999999998, 0.9706333120814954
1430.9999999999998, 0.9716637811916558
1431.9999999999998, 0.9726502457518635
1433, 0.9736103387001986
1434, 0.974324586049774
1435, 0.9752696243638801
1435.9999999999998, 0.9758743240533527
1436.9999999999998, 0.9765734680052787
1437.9999999999998, 0.9773915352060543
1438.9999999999998, 0.97818969932295
1439.9999999999998, 0.9789421042157807
1441, 0.9791565992666906
1442, 0.9805298716820887
1443, 0.9807362327870628
1443.9999999999998, 0.9817142112833166
1444.9999999999998, 0.9827071345124598
1445.9999999999998, 0.9834143732332559
1446.9999999999998, 0.984658604241252
1448, 0.9852319359387355
1449, 0.9862270720195501
1450, 0.9864728835115673
1451, 0.9871856142255666
1451.9999999999998, 0.9880223897812637
1452.9999999999998, 0.988136814574065
1453.9999999999998, 0.9887874867179236
1454.9999999999998, 0.9894019565423333
1456, 0.989585884942698
1457, 0.99052207038221
1458, 0.9906526644913545
1458.9999999999998, 0.9912897561700762
1459.9999999999998, 0.9912512275004914
1460.9999999999998, 0.991630155461344
1461.9999999999998, 0.9921161512479633
1462.9999999999998, 0.9923703048832878
1464, 0.9929342079197649
1465, 0.9931174934160616
1466, 0.9937419904225968
1466.9999999999998, 0.9938712631421025
1467.9999999999998, 0.9945347512608355
1468.9999999999998, 0.9946333022195948
1469.9999999999998, 0.9953170113541165
1470.9999999999998, 0.9954266248425583
1472, 0.9957770182178319
1473, 0.9961994282292239
1474, 0.9961373442541943
1474.9999999999998, 0.9965743396267865
1475.9999999999998, 0.9967354348351816
1476.9999999999998, 0.9967054332021363
1477.9999999999998, 0.9965564950755712
1479, 0.9961412999886781
1480, 0.9961823262158257
1481, 0.9957802597859724
1481.9999999999998, 0.9954104990021333
1482.9999999999998, 0.9953867254353086
1483.9999999999998, 0.9953726512024778
1484.9999999999998, 0.9953741584473295
1485.9999999999998, 0.9953745683772309
1487, 0.9953744894507526
1488, 0.995366813070391
1489, 0.9953906358528292
1489.9999999999998, 0.9947961798004359
1490.9999999999998, 0.994570004110493
1491.9999999999998, 0.9940536244671789
1492.9999999999998, 0.9937063022360779
1493.9999999999998, 0.9937307840652996
1495, 0.9930918564322527
1496, 0.992930846592279
1497, 0.992327885490244
1497.9999999999998, 0.9921733202249425
1498.9999999999998, 0.9912511680307043
1499.9999999999998, 0.9907605365587207
1500.9999999999998, 0.9904487400685251
1501.9999999999998, 0.9896305917009001
1503, 0.9889151139478565
1504, 0.9883445435539089
1504.9999999999998, 0.9873285082692516
1505.9999999999998, 0.9871020831570885
1506.9999999999998, 0.9860673872140793
1507.9999999999998, 0.9855239755222223
1508.9999999999998, 0.9847425106762522
1510, 0.9840049889579612
1511, 0.9834383970104805
1512, 0.9824158664981735
1512.9999999999998, 0.9821693326858569
1513.9999999999998, 0.9814994956652657
1514.9999999999998, 0.9806382207943498
1515.9999999999998, 0.980324893168332
1516.9999999999998, 0.979452862786302
1518, 0.9787418704139981
1519, 0.977911295905248
1520, 0.9768723648123254
1520.9999999999998, 0.976099890265639
1521.9999999999998, 0.9749009698188533
1522.9999999999998, 0.97436502878787
1523.9999999999998, 0.9733767156104379
1524.9999999999998, 0.9723032376308856
1526, 0.9717877417545577
1527, 0.970654454908346
1528, 0.9697936518575188
1528.9999999999998, 0.9687661705600006
1529.9999999999998, 0.968044639102652
1530.9999999999998, 0.9668097299989652
1531.9999999999998, 0.9662494457242699
1532.9999999999998, 0.9652785942226376
1534, 0.9645642033550517
1535, 0.9636464225155397
1535.9999999999998, 0.9626262095878659
1536.9999999999998, 0.9621161169168453
1537.9999999999998, 0.9610834935267318
1538.9999999999998, 0.960353143773176
1539.9999999999998, 0.9594962278636144
1541, 0.95837899222486
1542, 0.9575288431003792
1543, 0.9564995848892576
1543.9999999999998, 0.9557214568942458
1544.9999999999998, 0.9549446057842965
1545.9999999999998, 0.9539166584854366
1546.9999999999998, 0.9530603192729417
1547.9999999999998, 0.9519226754923467
1549, 0.951423608688069
1550, 0.9503667354252232
1551, 0.949581950718662
1551.9999999999998, 0.9488143920829469
1552.9999999999998, 0.9479196871281798
1553.9999999999998, 0.9473647838932975
1554.9999999999998, 0.9463090225679647
1555.9999999999998, 0.9457538110425223
1557, 0.9454628135604068
1558, 0.9446719543536158
1558.9999999999998, 0.9439175223774621
1559.9999999999998, 0.9433681996941016
1560.9999999999998, 0.9423370893824525
1561.9999999999998, 0.9421112182178145
1562.9999999999998, 0.9410905992996025
1563.9999999999998, 0.9405264541477265
1565, 0.9397972877846874
1566, 0.9389913702375092
1566.9999999999998, 0.9387709320562718
1567.9999999999998, 0.9374035884627117
1568.9999999999998, 0.9371695088641809
1569.9999999999998, 0.9365411602011284
1570.9999999999998, 0.9356645292645773
1572, 0.9352789562992858
1573, 0.9348764045555902
1574, 0.9342923418975699
1574.9999999999998, 0.9337417644694772
1575.9999999999998, 0.9332543847873802
1576.9999999999998, 0.9326544764278211
1577.9999999999998, 0.9323727156101209
1578.9999999999998, 0.9316070272772676
1580, 0.9308120149162309
1581, 0.9306550734357377
1581.9999999999998, 0.9303960508684384
1582.9999999999998, 0.9299431225722048
1583.9999999999998, 0.9297354683792258
1584.9999999999998, 0.9291348576147769
1585.9999999999998, 0.9292013794398832
1586.9999999999998, 0.9287556098293843
1588, 0.9287884352259327
1589, 0.9283968974917729
1589.9999999999998, 0.9283681972588216
1590.9999999999998, 0.9280337882226871
1591.9999999999998, 0.9279008438658614
1592.9999999999998, 0.9274629718720161
1593.9999999999998, 0.927527588277317
1595, 0.9270988919486538
1596, 0.9267650162050423
1597, 0.9267346201350983
1597.9999999999998, 0.9263962190246935
1598.9999999999998, 0.9262636927352264
1599.9999999999998, 0.9258403380884932
1600.9999999999998, 0.9258827774607572
1601.9999999999998, 0.925883009714279
1603, 0.9258820057372996
1604, 0.9258819596578429
1605, 0.9258829933207482
1605.9999999999998, 0.9258847470160487
1606.9999999999998, 0.925836066979076
1607.9999999999998, 0.9262852920866675
1608.9999999999998, 0.9264430669473231
1609.9999999999998, 0.9266914279361894
1611, 0.9272427668678869
1612, 0.927548044983886
1612.9999999999998, 0.92755428301204
1613.9999999999998, 0.9279754870816939
1614.9999999999998, 0.9279197770263925
1615.9999999999998, 0.9283753671538341
1616.9999999999998, 0.928339367775491
1617.9999999999998, 0.9284268144977836
1619, 0.9287820541545271
1620, 0.928782990592911
1620.9999999999998, 0.9291982493540714
1621.9999999999998, 0.9291485678150302
1622.9999999999998, 0.9297637496210338
1623.9999999999998, 0.9299856810939373
1624.9999999999998, 0.9300435512489604
1626, 0.9307113615674332
1627, 0.9308117749167946
1628, 0.9314657249206066
1628.9999999999998, 0.931606371938486
1629.9999999999998, 0.9317330445997181
1630.9999999999998, 0.9323911647593388
1631.9999999999998, 0.9324874942058313
1632.9999999999998, 0.9331674053362735
1634, 0.9332656875442307
1635, 0.9339201830092112
1635.9999999999998, 0.9340585914906623
1636.9999999999998, 0.9341900627222554
1637.9999999999998, 0.9348374651755913
1638.9999999999998, 0.9348452582823461
1639.9999999999998, 0.9351609161203412
1640.9999999999998, 0.935805821004152
1642, 0.9364839274849066
1643, 0.9373260007062303
1643.9999999999998, 0.9376602672362457
1644.9999999999998, 0.9381093168119576
1645.9999999999998, 0.9389989944744528
1646.9999999999998, 0.9395808319379688
1647.9999999999998, 0.9398603282723013
1648.9999999999998, 0.9405885089159971
1650, 0.9414156626506294
1651, 0.9415181157595693
1651.9999999999998, 0.9422182007827411
1652.9999999999998, 0.9424493000172447
1653.9999999999998, 0.9430121559618386
1654.9999999999998, 0.9439042137254983
1655.9999999999998, 0.9443538711053177
1657, 0.9446877992727516
1658, 0.9455167304865363
1658.9999999999998, 0.9462441197976903
1659.9999999999998, 0.946524655770264
1660.9999999999998, 0.9471033306697
1661.9999999999998, 0.9479975899759365
1662.9999999999998, 0.9483822367513911
1663.9999999999998, 0.9491844709436734
1665, 0.9499997436569947
1666, 0.950372658335294
1667, 0.9512958521180663
1668, 0.9514892939051229
1669, 0.9520997163967627
1670, 0.9527524071533502
1670.9999999999998, 0.9528686254280858
1671.9999999999998, 0.9536865079025072
1672.9999999999998, 0.9544256152658284
1673.9999999999998, 0.9546986744962007
1674.9999999999998, 0.9553360701170228
1675.9999999999998, 0.9558139931822291
1676.9999999999998, 0.956109133823098
1677.9999999999998, 0.9565439224837187
1678.9999999999998, 0.9567145334401626
1679.9999999999998, 0.9569424154887511
1681, 0.9575324288745068
1682, 0.9576960183442256
1683, 0.9586201606754801
1684, 0.9590731669942243
1685, 0.9594034481855203
1685.9999999999998, 0.9600150315699227
1686.9999999999998, 0.9605698159749307
1687.9999999999998, 0.9610112647902791
1688.9999999999998, 0.961688153562873
1689.9999999999998, 0.961955733832393
1690.9999999999998, 0.9626526050622557
1691.9999999999998, 0.9635001172443263
1692.9999999999998, 0.9638508474555603
1693.9999999999998, 0.9642838111796213
1694.9999999999998, 0.9653069837622508
1696, 0.9658592741389385
1697, 0.9659240570633025
1698, 0.9661521766783441
1699, 0.9667640277234923
1700, 0.9668962070605707
1701, 0.9675579895297122
1701.9999999999998, 0.9676603016101966
1702.9999999999998, 0.9683276004739387
1703.9999999999998, 0.9683778786611416
1704.9999999999998, 0.9686054267798732
1705.9999999999998, 0.9692162343058064
1706.9999999999998, 0.9694034908200635
1707.9999999999998, 0.9696061526701623
1708.9999999999998, 0.9700485254636655
1709.9999999999998, 0.9703433887244097
1710.9999999999998, 0.9704139515343859
1712, 0.9706964091714243
1713, 0.9708417520181987
1714, 0.9710515103735364
1715, 0.9712426450499732
1716, 0.9717117301975842
1716.9999999999998, 0.971659174740461
1717.9999999999998, 0.9716645246745215
1718.9999999999998, 0.9716654773764597
1719.9999999999998, 0.9716653016709258
1720.9999999999998, 0.9716624249054184
1721.9999999999998, 0.9716706981838601
1722.9999999999998, 0.971788513060057
1723.9999999999998, 0.9721051198237478
1724.9999999999998, 0.9721411133900342
1725.9999999999998, 0.9725122694957415
1727, 0.9724798977326239
1728, 0.9726738399826967
1729, 0.9729041046412252
1730, 0.9730222478205028
1731, 0.9733201978165116
1732, 0.9733028205686475
1732.9999999999998, 0.9732996591014704
1733.9999999999998, 0.9733002403425446
1734.9999999999998, 0.9733034620926109
1735.9999999999998, 0.9732948516256978
1736.9999999999998, 0.9731625199053264
1737.9999999999998, 0.9729099272699918
1738.9999999999998, 0.9724459057053704
1739.9999999999998, 0.9724805406951362
1740.9999999999998, 0.972466298504836
1741.9999999999998, 0.9720215044339946
1743, 0.9720937152224287
1744, 0.9716162168254432
1745, 0.971697936981825
1746, 0.9711519282600093
1747, 0.9708176595092239
1747.9999999999998, 0.9708368592811583
1748.9999999999998, 0.9700865829353076
1749.9999999999998, 0.9711653087926415

