Wavelength,Reflectance
14.42329,95.83179
14.43331,95.82635
14.44333,95.8209
14.45334,95.81545
14.46334,95.80999
14.47334,95.80453
14.48334,95.79906
14.49333,95.79358
14.50331,95.7881
14.51329,95.78261
14.52327,95.77711
14.53324,95.77161
14.5432,95.7661
14.55316,95.76059
14.56312,95.75507
14.57307,95.74954
14.58301,95.74401
14.59295,95.73847
14.60288,95.73292
14.61281,95.72737
14.62274,95.72181
14.63324,95.71635
14.64315,95.71078
14.65306,95.7052
14.66296,95.69962
14.67286,95.69403
14.68275,95.68844
14.69322,95.68294
14.7031,95.67733
14.71298,95.67171
14.72285,95.66609
14.73272,95.66047
14.74316,95.65493
14.75301,95.64929
14.76286,95.64365
14.77271,95.63799
14.78313,95.63243
14.79296,95.62677
14.80279,95.6211
14.81261,95.61542
14.82301,95.60983
14.83282,95.60414
14.84263,95.59844
14.85301,95.59284
14.86281,95.58713
14.8726,95.58141
14.88296,95.57579
14.89274,95.57006
14.90309,95.56442
14.91286,95.55868
14.92263,95.55293
14.93296,95.54727
14.94272,95.54151
14.95304,95.53584
14.96278,95.53006
14.97252,95.52428
14.98283,95.51859
14.99256,95.5128
15.00285,95.50709
15.01257,95.50128
15.02285,95.49557
15.03255,95.48975
15.04282,95.48402
15.05252,95.47818
15.06278,95.47244
15.07246,95.46659
15.08271,95.46083
15.09295,95.45507
15.10262,95.4492
15.11285,95.44343
15.12251,95.43755
15.13272,95.43176
15.14294,95.42596
15.15258,95.42006
15.16278,95.41425
15.17241,95.40833
15.1826,95.40251
15.19278,95.39668
15.20239,95.39074
15.21256,95.3849
15.22273,95.37905
15.23289,95.37319
15.24248,95.36723
15.25263,95.36136
15.26277,95.35548
15.2729,95.3496
15.28247,95.34361
15.29259,95.33771
15.30271,95.33181
15.31282,95.3259
15.32237,95.31988
15.33247,95.31396
15.34256,95.30803
15.35265,95.30209
15.36273,95.29614
15.37281,95.29019
15.38232,95.28414
15.39239,95.27817
15.40244,95.2722
15.4125,95.26622
15.42254,95.26023
15.43258,95.25424
15.44262,95.24824
15.45264,95.24223
15.46266,95.23622
15.47268,95.2302
15.48269,95.22417
15.49269,95.21814
15.50269,95.2121
15.51268,95.20605
15.52267,95.2
15.53265,95.19394
15.54262,95.18787
15.55258,95.1818
15.56254,95.17572
15.5725,95.16963
15.58245,95.16354
15.59239,95.15743
15.60233,95.15133
15.61225,95.14522
15.62218,95.1391
15.63265,95.13305
15.64256,95.12692
15.65246,95.12078
15.66236,95.11464
15.67225,95.10848
15.68214,95.10232
15.69257,95.09624
15.70244,95.09007
15.71231,95.08389
15.72217,95.07771
15.73257,95.0716
15.74242,95.0654
15.75226,95.05919
15.7621,95.05298
15.77247,95.04685
15.7823,95.04062
15.79211,95.03439
15.80247,95.02824
15.81227,95.02199
15.82207,95.01575
15.8324,95.00957
15.84219,95.00331
15.85251,94.99712
15.86228,94.99085
15.87205,94.98457
15.88235,94.97836
15.8921,94.97207
15.90239,94.96584
15.91213,94.95954
15.9224,94.9533
15.93213,94.94699
15.94239,94.94074
15.95211,94.93441
15.96235,94.92815
15.97205,94.92181
15.98229,94.91554
15.99198,94.90919
16.0022,94.9029
16.01241,94.89661
16.02208,94.89024
16.03228,94.88394
16.04247,94.87763
16.05212,94.87124
16.06229,94.86492
16.07193,94.85852
16.08209,94.85219
16.09225,94.84585
16.1024,94.8395
16.11201,94.83308
16.12215,94.82672
16.13228,94.82036
16.1424,94.81399
16.15198,94.80755
16.16209,94.80117
16.17219,94.79478
16.18228,94.78838
16.19237,94.78199
16.20192,94.77552
16.21199,94.76911
16.22206,94.7627
16.23212,94.75627
16.24217,94.74985
16.25221,94.74342
16.26225,94.73698
16.27228,94.73054
16.2823,94.72409
16.29232,94.71764
16.3018,94.71112
16.3118,94.70466
16.3218,94.69819
16.33179,94.69172
16.34229,94.6853
16.35227,94.67881
16.36223,94.67233
16.37219,94.66583
16.38214,94.65934
16.39208,94.65284
16.40202,94.64633
16.41195,94.63982
16.42187,94.6333
16.43179,94.62678
16.44222,94.62031
16.45212,94.61378
16.46201,94.60724
16.4719,94.60071
16.48178,94.59416
16.49217,94.58766
16.50203,94.58111
16.51189,94.57456
16.52174,94.568
16.53209,94.56148
16.54193,94.55492
16.55176,94.54835
16.56209,94.54182
16.5719,94.53524
16.58171,94.52866
16.59202,94.52211
16.60181,94.51553
16.61211,94.50898
16.62188,94.50238
16.63165,94.49578
16.64192,94.48922
16.65168,94.48261
16.66194,94.47604
16.67114,94.46939
16.68206,94.46287
16.69298,94.45633
16.70116,94.44961
16.71208,94.44307
16.723,94.43652
16.73119,94.4298
16.74211,94.42325
16.75302,94.41669
16.76121,94.40996
16.77213,94.40341
16.78304,94.39684
16.79123,94.39011
16.80215,94.38354
16.81306,94.37697
16.82125,94.37024
16.83216,94.36367
16.84308,94.35709
16.85126,94.35035
16.86217,94.34377
16.87309,94.33719
16.88127,94.33045
16.89219,94.32386
16.90037,94.31713
16.91128,94.31054
16.92219,94.30394
16.93038,94.29722
16.94129,94.29062
16.9522,94.28401
16.96038,94.27729
16.97129,94.27068
16.9822,94.26408
16.99039,94.25735
17.0013,94.25074
17.0122,94.24413
17.02039,94.23741
17.03129,94.2308
17.0422,94.22418
17.05038,94.21747
17.06129,94.21085
17.0722,94.20423
17.08038,94.19752
17.09129,94.1909
17.10219,94.18428
17.11037,94.17758
17.12128,94.17096
17.13218,94.16434
17.14036,94.15764
17.15127,94.15102
17.16217,94.1444
17.17035,94.13771
17.18125,94.13109
17.19216,94.12447
17.20033,94.11778
17.21124,94.11116
17.22214,94.10454
17.23032,94.09787
17.24122,94.09125
17.25212,94.08463
17.2603,94.07797
17.2712,94.07136
17.2821,94.06474
17.29027,94.05809
17.30118,94.05148
17.31208,94.04487
17.32025,94.03823
17.33115,94.03162
17.34205,94.02501
17.35022,94.01839
17.36112,94.01178
17.37202,94.00518
17.38019,93.99857
17.39109,93.99198
17.40199,93.98538
17.41016,93.97878
17.42106,93.9722
17.43195,93.96561
17.44012,93.95903
17.45102,93.95245
17.46192,93.94587
17.47009,93.9393
17.48098,93.93274
17.49188,93.92617
17.50005,93.91962
17.51094,93.91306
17.52183,93.90651
17.53273,93.89996
17.5409,93.89343
17.55179,93.88689
17.56268,93.88036
17.57085,93.87385
17.58174,93.86732
17.59263,93.8608
17.6008,93.85431
17.61169,93.8478
17.62258,93.84129
17.63075,93.83483
17.64164,93.82833
17.65253,93.82184
17.66069,93.8154
17.67158,93.80892
17.68247,93.80245
17.69064,93.79603
17.70152,93.78957
17.71241,93.78312
17.72058,93.77673
17.73146,93.77029
17.74235,93.76386
17.75052,93.75749
17.7614,93.75108
17.77229,93.74467
17.78045,93.73833
17.79134,93.73193
17.80222,93.72555
17.81038,93.71924
17.82127,93.71287
17.83215,93.70651
17.84031,93.70023
17.8512,93.69389
17.86208,93.68756
17.87024,93.6813
17.88112,93.67499
17.892,93.66869
17.90017,93.66247
17.91105,93.65619
17.92193,93.64991
17.93009,93.64373
17.94097,93.63748
17.95185,93.63123
17.96001,93.62508
17.97089,93.61886
17.98177,93.61266
17.98992,93.60654
18.0008,93.60036
18.01168,93.59418
18.01984,93.5881
18.03072,93.58196
18.04159,93.57582
18.04975,93.56978
18.06063,93.56367
18.0715,93.55757
18.08238,93.55149
18.09053,93.5455
18.10141,93.53945
18.11228,93.5334
18.12044,93.52746
18.13131,93.52145
18.14219,93.51545
18.15034,93.50955
18.16121,93.50358
18.17209,93.49762
18.18024,93.49177
18.19111,93.48584
18.20199,93.47993
18.21014,93.47412
18.22101,93.46825
18.23188,93.46239
18.24003,93.45663
18.2509,93.4508
18.26177,93.44499
18.26992,93.43928
18.28079,93.43351
18.29166,93.42775
18.29981,93.42209
18.31068,93.41637
18.32155,93.41067
18.3297,93.40507
18.34057,93.3994
18.35143,93.39376
18.35958,93.38821
18.37045,93.3826
18.38132,93.37702
18.39218,93.37145
18.40033,93.36598
18.4112,93.36045
18.42206,93.35495
18.43021,93.34954
18.44107,93.34407
18.45193,93.33864
18.46008,93.33328
18.47094,93.32789
18.48181,93.32251
18.48995,93.31722
18.50082,93.3119
18.51168,93.30659
18.51982,93.30137
18.53068,93.29611
18.54154,93.29088
18.54969,93.28572
18.56055,93.28053
18.57141,93.27538
18.57955,93.27028
18.59041,93.26518
18.60127,93.26009
18.61213,93.25504
18.62027,93.25004
18.63113,93.24504
18.64199,93.24006
18.65013,93.23514
18.66099,93.23022
18.67184,93.22533
18.67998,93.22048
18.69084,93.21564
18.70169,93.21083
18.70984,93.20606
18.72069,93.20131
18.73154,93.19659
18.73968,93.19189
18.75054,93.18723
18.76139,93.1826
18.76953,93.17799
18.78038,93.17342
18.79124,93.16888
18.79937,93.16435
18.81023,93.15988
18.82108,93.15544
18.83193,93.15103
18.84006,93.14662
18.85092,93.14227
18.86176,93.13797
18.8699,93.13364
18.88075,93.1294
18.8916,93.1252
18.89974,93.12096
18.91058,93.11682
18.92143,93.11273
18.92957,93.10858
18.94041,93.10456
18.95126,93.10057
18.9594,93.09652
18.97024,93.0926
18.98109,93.08872
18.98922,93.08477
19.00007,93.08097
19.01091,93.07721
19.02176,93.07348
19.02989,93.06967
19.04073,93.06602
19.05158,93.06242
19.05971,93.05871
19.07055,93.05519
19.08139,93.05171
19.08952,93.0481
19.10037,93.0447
19.11121,93.04135
19.11934,93.03785
19.13018,93.03458
19.14102,93.03135
19.14915,93.02796
19.15999,93.02483
19.17083,93.02173
19.18167,93.01869
19.18979,93.01545
19.20063,93.0125
19.21147,93.00959
19.2196,93.00647
19.23043,93.00366
19.24127,93.00089
19.2494,92.99789
19.26023,92.99522
19.27107,92.9926
19.2792,92.98972
19.29003,92.98719
19.30087,92.98472
19.3117,92.9823
19.31983,92.97959
19.33066,92.97727
19.34149,92.975
19.34962,92.97242
19.36045,92.97026
19.37128,92.96815
19.37941,92.9657
19.39024,92.96369
19.40107,92.96174
19.40919,92.95943
19.42002,92.95758
19.43085,92.9558
19.43898,92.95362
19.44981,92.95194
19.46063,92.95033
19.47146,92.94877
19.47958,92.94679
19.49041,92.94534
19.50124,92.94396
19.50936,92.94212
19.52019,92.94085
19.53101,92.93965
19.53913,92.93795
19.54996,92.93687
19.56079,92.93585
19.5689,92.9343
19.57973,92.9334
19.59055,92.93256
19.60138,92.93179
19.6095,92.93045
19.62032,92.92981
19.63114,92.92923
19.63926,92.92804
19.65008,92.92759
19.6609,92.92721
19.66902,92.92618
19.67984,92.92593
19.69066,92.92574
19.70148,92.92563
19.7096,92.92483
19.72042,92.92485
19.73124,92.92494
19.73935,92.9243
19.75017,92.92453
19.76099,92.92483
19.7691,92.92436
19.77992,92.9248
19.79074,92.92531
19.79885,92.92501
19.80967,92.92567
19.82048,92.9264
19.8313,92.92721
19.83941,92.92715
19.85023,92.92811
19.86104,92.92915
19.86915,92.92927
19.87997,92.93045
19.89078,92.93171
19.89889,92.93202
19.9097,92.93343
19.92052,92.93493
19.93133,92.93651
19.93944,92.93707
19.95025,92.93881
19.96106,92.94063
19.96917,92.94138
19.97998,92.94336
19.99079,92.94543
19.9989,92.94637
