Wavelength,Transmission
202.6345646075141,0.12916360491257606
205.95067626107038,0.15161958516376572
209.5499614940315,0.17034198965689812
212.18132300089843,0.1926445964398475
214.29684491721213,0.21359235110938102
216.12256931074313,0.23180106608622425
218.73074701578741,0.2523830840238003
220.41157264792702,0.273712518613258
222.38219580284937,0.30301928673376693
224.46873796688482,0.3352946764536877
226.79603499600125,0.36817271867875206
228.7577413040687,0.3960286566942852
229.55468449172116,0.41859464494244564
234.5001906785937,0.4383894618421671
242.2043463611859,0.4548085818424471
251.24602907200614,0.4488835134417073
254.1440042998331,0.4287950966035824
256.67973262418167,0.40965529944948004
260.0703636407393,0.38976776677973635
262.02649691952246,0.3700093739325236
264.4924103861098,0.3474268627441067
266.1995812475933,0.32696276642225586
268.28612341162875,0.3103180781849524
270.99862822487484,0.29159567369182
276.0063294185598,0.27239114719457264
282.89191855987673,0.2637859999090048
293.32462938005386,0.2802122374835493
299.1205798357078,0.30031851069219684
308.4520600693107,0.31947839626313734
318.8847708894878,0.33667408107657226
329.83911725067384,0.35370905855530227
340.2718280708509,0.37058332869932714
350.70453889102805,0.3870923549008407
362.4040788822267,0.3958947339153645
369.3790912591451,0.41614385808819443
373.30874566807853,0.4358483629600795
376.0038626299576,0.45485423733526104
379.0032669907585,0.4731346966579547
382.00267135155946,0.4932565941908098
385.1324845976126,0.5147735206707569
387.219026761648,0.5357101151087137
390.4978787337037,0.5575777917239296
393.4786532537543,0.5797707093736677
401.47706488255676,0.6046803462529425
408.0844484020023,0.6225724295167658
413.30080381209086,0.6420180170160706
418.51715922217943,0.6611421898459656
423.733514632268,0.6807484846799755
428.94987004235657,0.7001940721792803
434.1662254524451,0.7196396596785852
439.38258086253364,0.7389245398431852
444.5989362726222,0.757888005338375
449.2936561417019,0.7753649279875439
456.5965537158259,0.7949310459878773
467.55090007701193,0.8117249624645498
479.02688197920673,0.8285992326085747
490.50286388140165,0.8454735027525996
501.97884578359646,0.8624938704736291
513.4548276857913,0.8773958233280927
524.9308095879862,0.885796434005854
536.4067914901809,0.8947814349916335
547.8827733923758,0.8996757038212857
559.3587552945708,0.8960232643961722
570.8347371967654,0.8923708249710586
582.3107190989604,0.8892297270654608
593.7867010011553,0.8852120436978359
605.26268290335,0.8760809451350517
616.7386648055449,0.8669498465722677
628.2146467077398,0.8575996016439769
639.6906286099345,0.8483954542926905
651.1666105121294,0.8379494775368656
662.6425924143243,0.8229014271053976
674.118574316519,0.8069037424233998
685.5945562187139,0.7908330089529
697.0705381209089,0.7749814218479067
708.5465200231035,0.7590567859544115
720.0225019252985,0.7432782476379206
731.4984838274934,0.7274997093214298
742.9744657296881,0.7117942197934413
752.8855410088563,0.6951117027192347
761.2317096649981,0.6760277067230162
769.5778783211399,0.6566423844742256
777.4024114362726,0.6387349957499543
785.2269445514055,0.6211863287549352
793.5731132075473,0.6019014485903353
801.39764632268,0.5834057562300903
808.700543896804,0.5659575313192619
816.003441470928,0.5481649335483512
823.306339045052,0.5304871267308012
830.609236619176,0.5130389018199728
837.9121341933001,0.4955906769091443
845.2150317674241,0.4777980791382337
853.5612004235657,0.4606687179867406
862.950640161725,0.44334803857964616
872.3400798998846,0.42602735917255186
882.2511551790528,0.4075460156814769
892.68386599923,0.38826113551687697
903.1165768194071,0.36977979202580213
914.0709231805931,0.35202893641974997
925.0252695417789,0.3336206417171773
935.4579803619561,0.31642495690374245
945.3690556411245,0.29987210142912746
953.7152242972661,0.2808168031712489
961.0181218713901,0.261991086820092
968.3210194455141,0.24293578856221346
975.6239170196382,0.22388049030433493
982.9268145937622,0.20471040109309585
990.2297121678862,0.1855403118818566
998.0542452830189,0.1660832452872157
1007.9653205621873,0.15026818257647365
1019.441302464382,0.1335400100094533
1030.917284366577,0.11630049592291698
1042.3932662687719,0.0994262257788921
1053.8692481709666,0.08547390717495816
1065.3452300731615,0.07480878405362645
1076.8212119753564,0.06428975850929902
1088.297193877551,0.053843781753474075
1099.5413377615198,0.04488313036386216
